	TCGA.ZG.A9KY.01	TCGA.HC.8256.01	TCGA.EJ.5521.01	TCGA.KK.A6DY.01	TCGA.J9.A52E.01	TCGA.V1.A9OH.01	TCGA.FC.7961.01	TCGA.ZG.A9LZ.01	TCGA.XK.AAJT.01	TCGA.XJ.A83G.01	TCGA.ZG.A9L6.01	TCGA.EJ.7789.01	TCGA.J4.A83J.01	TCGA.VN.A943.01	TCGA.CH.5739.01	TCGA.HC.A632.01	TCGA.G9.6377.01	TCGA.KK.A8ID.01	TCGA.HC.8265.01	TCGA.CH.5754.01	TCGA.KK.A7AZ.01	TCGA.CH.5751.01	TCGA.V1.A8WV.01	TCGA.G9.7521.01	TCGA.FC.A4JI.01	TCGA.KK.A7AP.01	TCGA.EJ.A65J.01	TCGA.EJ.A65F.01	TCGA.XK.AAIV.01	TCGA.HC.7212.01	TCGA.YL.A9WY.01	TCGA.ZG.A9LS.01	TCGA.V1.A9OA.01	TCGA.EJ.5511.01	TCGA.CH.5761.01	TCGA.XQ.A8TA.01	TCGA.V1.A9ZK.01	TCGA.EJ.5525.01	TCGA.ZG.A9L0.01	TCGA.J9.A8CL.01	TCGA.J9.A52B.01	TCGA.EJ.7125.01	TCGA.G9.6494.01	TCGA.KK.A7AW.01	TCGA.HC.7078.01	TCGA.G9.A9S7.01	TCGA.V1.A8MG.01	TCGA.KK.A8IB.01	TCGA.VN.A88M.01	TCGA.KK.A59X.01	TCGA.M7.A725.01	TCGA.G9.6361.01	TCGA.KK.A7AQ.01	TCGA.EJ.A46G.01	TCGA.YL.A8SR.01	TCGA.YJ.A8SW.01	TCGA.XK.AAJP.01	TCGA.2A.A8VT.01	TCGA.V1.A9ZI.01	TCGA.KK.A59V.01	TCGA.HC.7080.01	TCGA.EJ.5517.01	TCGA.KK.A8I9.01	TCGA.VP.AA1N.01	TCGA.KK.A7AU.01	TCGA.ZG.A9LB.01	TCGA.KK.A59Z.01	TCGA.HC.7213.01	TCGA.V1.A8MF.01	TCGA.V1.A9O7.01	TCGA.HC.A6AL.01	TCGA.YL.A8SO.01	TCGA.HC.7745.01	TCGA.ZG.A9ND.01	TCGA.EJ.5518.01	TCGA.XJ.A83H.01	TCGA.ZG.A9N3.01	TCGA.KK.A8I8.01	TCGA.EJ.5527.01	TCGA.YL.A9WK.01	TCGA.V1.A9O5.01	TCGA.EJ.7123.01	TCGA.EJ.5504.01	TCGA.YL.A9WJ.01	TCGA.G9.6332.01	TCGA.CH.5762.01	TCGA.J4.A67M.01	TCGA.X4.A8KQ.01	TCGA.KK.A8IA.01	TCGA.V1.A9Z8.01	TCGA.2A.A8VX.01	TCGA.V1.A8MM.01	TCGA.KK.A8IF.01	TCGA.HC.A6AO.01	TCGA.VP.A875.01	TCGA.ZG.A9LN.01	TCGA.VP.A87H.01	TCGA.EJ.5514.01	TCGA.YL.A9WH.01	TCGA.HC.7742.01	TCGA.J9.A8CM.01	TCGA.KK.A7B4.01	TCGA.QU.A6IL.01	TCGA.KK.A8I4.01	TCGA.YL.A9WI.01	TCGA.XK.AAIW.01	TCGA.EJ.5507.01	TCGA.G9.7510.01	TCGA.EJ.5526.01	TCGA.YL.A8HO.01	TCGA.HC.A4ZV.01	TCGA.ZG.A9L9.01	TCGA.YL.A8SK.01	TCGA.CH.5767.01	TCGA.CH.5753.01	TCGA.YL.A8S9.01	TCGA.KK.A59Y.01	TCGA.KK.A7AV.01	TCGA.J4.A67N.01	TCGA.ZG.A9L5.01	TCGA.V1.A9OL.01	TCGA.G9.A9S0.01	TCGA.G9.6373.01	TCGA.EJ.A46F.01	TCGA.EJ.5532.01	TCGA.HC.A8CY.01	TCGA.ZG.A9LY.01	TCGA.YL.A8S8.01	TCGA.KK.A6E8.01	TCGA.M7.A724.01	TCGA.KK.A8IK.01	TCGA.VP.A87D.01	TCGA.YL.A8SQ.01	TCGA.QU.A6IO.01	TCGA.KK.A8I7.01	TCGA.ZG.A9L1.01	TCGA.ZG.A9LU.01	TCGA.J4.AATZ.01	TCGA.EJ.7784.01	TCGA.HC.8266.01	TCGA.2A.A8W1.01	TCGA.2A.A8VV.01	TCGA.EJ.7312.01	TCGA.HI.7171.01	TCGA.EJ.7781.01	TCGA.YL.A8HM.01	TCGA.HI.7168.01	TCGA.KC.A4BV.01	TCGA.ZG.A9LM.01
Macrophages	276.73296403947	391.591972378854	608.688158371966	408.334553304719	595.294034773246	485.210983371673	450.022126473111	431.683816771624	348.776787240324	445.916728303734	544.519710133684	309.381924680473	469.323875873928	397.141276203268	385.927610400946	412.180016221472	462.83840402872	311.58919041207	297.856923192896	455.390972720751	307.507801794595	513.201276156885	220.377906219936	645.387088583143	441.349141588355	376.520516883043	578.525211214851	309.952507609833	967.598852416576	323.848804119031	890.703629784054	530.294407371916	233.777148916473	265.360814100774	388.920402713955	95.2353285533556	330.996615760239	277.821407516615	640.125822098663	494.603890586572	332.283865560614	619.037711269887	434.998881726032	760.555518391415	465.160315154285	338.109272536248	200.947383898815	530.267257301904	180.465153857784	653.709854057875	456.523765246525	322.847161595009	434.663413684712	234.516438431452	369.528120403118	259.46270980781	513.321818215999	314.947877653187	741.011620601908	638.353027601882	379.786404672462	463.98608469574	503.144098323805	718.432501373819	278.58097898714	588.295072921204	509.429226413343	412.51269713765	594.649005085524	412.042577200028	800.937531465976	407.348343773818	332.805759881699	412.513800381368	532.019160815141	283.491198411732	318.490339895478	337.116641859397	261.290113846246	363.834377900768	613.814825659802	373.721083131982	441.83728270373	515.933584734767	394.149155903461	233.993371676752	553.858249694747	480.322414052669	421.798861086046	444.06745803094	213.951851923453	533.927172366326	420.679720723742	783.274865353787	207.897302416718	586.328285495642	163.992427094577	558.272239416526	453.383176753723	374.446910023567	539.216083228613	376.984218061961	438.78596021921	529.70662868272	259.95775580889	359.776286634646	432.067456351285	480.889302636782	418.80042088864	792.449912002506	468.729252441789	668.604039835761	74.546247500352	350.502926228855	343.970757045523	439.339332365247	506.122257312803	498.646711742423	789.330170477251	443.778444839013	506.002413720606	523.481862500198	479.880411234036	418.49727177063	372.890698964877	538.29944062253	465.297593027822	113.735524624896	585.70069259513	517.134853817379	257.925615317823	268.542002869236	237.742197800059	473.527501543942	461.817625325226	294.038469951456	398.862189298078	222.314949268809	171.94280858645	585.722920514415	524.635456586668	270.186035131968	340.961620058713	230.246329926387	335.913423027808	659.3802669434	221.29503504938	309.114052953961	533.240304517091
Macrophages M1	424.814280857483	370.025694779908	582.418700650394	365.95071783602	769.390274591318	559.948819143799	610.952732257957	359.431035372005	534.527451953175	519.149992482239	619.948088019588	224.038021327349	564.481779094643	205.566973745047	433.150545856398	566.770333916813	481.681873021696	257.534264720287	405.654152946171	700.200636770156	297.939855339145	807.11814833725	408.101574831385	814.755982469361	405.039728423787	378.301591830919	556.735317446752	329.921558866277	1189.118797127	169.793976101335	1131.47408563665	664.111705651536	334.928120506771	305.729227707288	516.060169574048	175.023387598561	376.761308940543	300.632285089024	715.32454891095	646.665507351316	534.917264210561	660.325002132763	397.641941774572	936.905669513663	554.67807620779	258.493723850612	366.729914197605	591.420441173488	193.518056272673	604.582745156022	351.066314975268	299.230794779976	685.204360378871	358.548675168671	481.019614781679	353.055783789039	477.444799783623	362.178342720996	847.736195523898	821.918623498669	370.055372155375	447.235294008383	616.041041451147	787.63072676557	156.564254582922	749.074161162396	644.877437287769	444.267664239499	778.379844786206	449.002049606302	961.918999652602	516.245153600864	519.110091647016	454.758632593684	590.671995495882	389.629184058077	464.696156522019	336.673369657434	248.969185619997	633.570292405806	928.135089959066	462.941680211421	518.070571357829	607.868859224194	259.950627032427	299.571627216524	851.064772756369	519.549049229722	325.953750633456	482.441086076022	180.333877304944	732.920255448587	393.859112570028	899.688172320603	54.0296911486363	735.511114907007	340.127578248471	606.332271199583	413.862094665138	459.652978282025	639.036677031725	354.244645922544	651.970897044531	718.92546670629	451.545638714991	415.477253204129	285.516798571232	563.339987051814	403.63961139152	960.021910005628	620.150887371316	877.539427425213	259.806531894055	326.278736768899	275.412646137564	251.847882156679	386.888371452649	728.267281263043	902.399209998745	372.416053929636	625.544515030579	593.053085093485	505.17788980691	390.367536589891	401.685203479128	490.082575660362	516.866760720583	254.338626819364	535.429638425808	471.011025270415	129.262468101612	205.322488408649	352.588008005793	767.922794590869	672.994680117061	225.032056008172	515.17231061236	292.367061953305	162.647492622669	848.262755198782	343.289349426597	213.471251274303	503.20933716426	259.921062803699	489.869150536336	784.521363170981	334.687992301586	373.034924958171	544.8067529565
Macrophages M2	502.520015109399	521.716772869061	669.789904004378	328.558160952343	604.892832309346	629.416655875804	403.057708371602	464.741086566686	347.747208047416	490.162286498216	509.593243372072	501.129453559678	488.138996796048	596.020423833817	530.05492148649	533.448429433675	581.860549955878	439.160632690865	406.455650581466	545.903070985677	467.706010070617	601.029716928054	291.119164454691	655.401733416931	480.497564753465	412.065675510272	713.82354044602	468.301478617483	904.125549111851	581.025472710432	792.300824786738	614.10231737576	293.099947329168	517.553799692124	636.982966066322	370.316138732928	400.025177085045	378.493098756288	649.65341802264	588.598031924809	447.628127355332	720.582294331824	530.719081791891	833.964487008694	567.633166815438	487.393231764342	174.767292324353	525.840346354925	330.830045356071	537.639617408914	566.378442345869	483.944254344704	437.110743426854	386.300459951969	483.560581531492	520.526589199684	571.457972828753	433.614501440665	760.736213033016	562.117900244128	530.126344296114	507.806486635398	537.048241428215	649.849876357516	598.759372775956	599.353858977575	384.167884032055	515.57902782067	647.361204376124	448.27169362514	899.181760074793	416.61645178259	454.637880577312	403.710798628877	574.96285675183	403.907839208283	365.213747998771	428.701316055795	387.091239318536	485.538136412294	602.881228412648	474.505680597487	519.628783319326	548.132141413871	604.579073017531	341.710511218472	581.328626482317	486.510942143351	470.759148472492	536.09745429047	243.268532763934	589.130792769226	419.298633599078	922.340070139219	413.198077715139	566.327527211646	206.058459645466	735.688416068941	561.181830446741	519.062254596492	529.643876441528	426.549858537277	563.666844194407	618.501878436047	302.829655253163	414.819743078484	464.843885274479	462.630606459128	439.276414519857	795.696746485918	400.732194562083	675.299268497951	191.826032146692	510.618740515034	441.340768999456	588.829349485571	667.60532751325	543.077278699532	786.977279358734	605.49724167873	649.26382031054	576.977844840042	516.996741380478	607.412247607013	516.943587534604	574.860587770772	699.132940894058	137.485411919473	621.538884934486	770.614011402796	503.689393567312	428.260803286584	318.744090146841	552.298028005807	461.032972315783	333.238004162263	391.439726481772	285.670129601843	381.689982634897	656.967850623054	695.688354564168	387.227597639523	395.240842571751	377.304550505969	410.877385662564	572.16007705538	409.100203410462	425.682660810218	399.019401413976
Mast cells	433.187962931428	518.783733019875	294.34263439773	408.079010680915	249.787308717584	325.118699049883	441.053488039708	452.767290926438	343.793882877597	376.255840773957	416.698272171426	575.094403311554	445.469259900779	500.143102753752	456.446453401411	585.619446686011	352.941864890214	335.684543721086	446.103942412569	366.843587322607	337.615652516528	696.320132704088	489.836570398535	583.964675503719	546.522282201126	386.658765060004	431.894617279433	513.541091102722	517.414544376836	462.957539477388	531.715178963479	402.326070009967	376.53704528055	476.925306757306	594.074177217897	634.800492464621	377.985849795869	501.317749517887	420.18721561782	465.345980829026	288.972250017297	536.848279381548	498.969783020838	67.1865656882886	554.204081401891	398.846263337542	352.675976080729	321.055981009371	305.223064557957	338.491653973007	447.937362202905	360.750489242373	215.334621292193	411.067530150115	484.524668826676	506.515685002239	350.468161807233	557.417619869439	392.433763920569	361.384336369426	568.739381853562	473.544542242773	407.939456843761	362.492450737601	440.51557936203	230.728648950119	358.661507214888	404.66144378017	495.62004360544	399.545618159004	227.038425049108	309.881372646175	473.084129079834	461.518110144075	406.926426918281	355.04059723814	367.195671990733	410.205000005231	512.158547189062	464.508853174081	419.603262469648	426.034535691892	454.708645247219	439.294304431688	429.439794701215	473.68458329108	109.819218234717	205.096054605529	540.687245292487	471.225571798981	366.342338642829	308.584344034861	429.528594049564	357.695072738544	440.534257877164	313.71192653815	268.356081231779	679.02440027759	412.509084783501	419.270684338343	490.373734452997	486.048586551546	89.8555406809273	445.30911691141	406.211993087523	553.752583347024	540.407938876555	329.452900265665	539.118581457271	424.392639235862	498.164535342428	326.715906737787	368.073939334517	331.529274563949	496.444939855496	620.388556004834	373.498644895499	477.927610548775	209.452787967356	512.606339742832	332.83713239897	445.276343051137	407.017284682044	224.662677626044	455.633683240594	492.484406583037	607.564711771932	287.716240160771	386.289523930691	340.017744896701	620.654918320682	502.966193236793	444.269017994679	0	422.312508041283	362.86609415092	247.572141766057	490.329187685433	496.852313639636	473.767339406914	509.914303368987	332.157674614872	408.867490735105	405.984964398723	574.356054239341	436.046399649418	286.50492093608	559.813258033258	391.553675213577
Megakaryocytes	1049.52192009806	890.422705671951	864.379540506391	856.006210235108	425.506448356181	922.456512195424	814.383651831934	891.548412306705	1236.54515625349	809.778286292385	1386.47572455217	1103.93941551418	875.009288298149	990.831063897932	1200.1199873798	1211.21091532545	860.22218743617	811.084919031513	704.146681351505	903.924352113586	840.271262233685	1043.89621673592	939.857473001375	922.120473478965	194.866094706856	874.79723125674	1037.95304579314	1250.74014882166	567.423534979777	1108.30768757924	998.192591363445	1256.70323787288	1171.07148952458	1044.47696198841	321.530840189116	782.386009240314	1157.93375242538	598.707638255383	1609.07040321139	1135.47093396976	683.969767305811	1120.81069305496	1031.21140965052	710.273119872206	1264.46061138788	724.522400665879	1076.85536881897	919.293325470372	796.328089512691	811.455705881762	704.160978825322	1490.34042158492	1010.82473970179	970.203499950224	1450.57163032284	515.288848885216	1002.28572586578	931.83359315321	1089.45384099832	1104.10033044593	1334.03972435624	1353.33703536176	1417.4608627451	877.245941865877	896.698548213661	675.231386324786	1138.67569375192	734.25452030748	923.065935290769	1204.66783376513	965.609354428215	972.024064167358	1074.24391125289	1044.67148890573	1288.65837502759	827.223427749207	567.454192624357	959.854656289212	1047.17899025506	1045.34969372467	476.609735543185	1227.08488371082	1279.77066571533	1291.92495359777	903.900069458866	798.744484676683	1012.06102528606	743.503310933256	951.724096425342	1392.61948247081	690.653380010776	1339.79734967069	801.79177760848	619.636747273052	1014.22749879252	992.654876306728	818.092091133975	1006.76120539998	499.133806696733	825.752576066105	1014.62917476044	737.215239124742	1119.7958801974	1336.59840748907	783.523888659686	500.426228303508	940.132413408454	1196.28834025744	1003.29499042802	1202.67583976158	800.179757158014	812.043669664232	988.05470951079	1138.66602534937	936.487619669154	1048.07969064447	1139.44714839211	1169.60916350053	750.547599413588	654.777802608384	957.501908090926	619.4559308624	1067.46320910134	719.940434575171	1135.77106859398	1074.61886103531	922.228018941595	1454.85219327935	770.913963768202	907.010681831056	1042.44185249203	937.005303727327	1322.42511276326	827.577856493935	1328.70255003189	972.144859253691	513.214221306324	1020.05404034498	1033.2218285511	1363.20516596077	982.818839638718	1227.4012118518	846.577363544949	933.797168398467	1049.54736467231	705.663619578358	1267.91840422376	1236.60239481665	656.625618669711
Melanocytes	645.950825902274	588.829677574637	1308.47724202614	921.638491045411	756.977822076928	766.321883518711	649.344482114414	973.168272633598	762.488408426189	754.76395343881	485.652276889338	618.409632235631	1190.07348075339	706.78351387083	925.114294112605	917.432073588096	854.205956516435	668.987976779004	953.35270325886	1029.17849964516	921.734545394149	734.013622751828	883.332911201759	1042.19338902841	721.212194785402	813.296097770784	835.111194614364	781.890197373646	1099.91260272185	1158.35572174606	1032.63332365856	931.174893653422	606.680124649648	847.154736957355	885.939884263661	489.587809190279	678.178523598368	537.670725021342	1341.93254992577	628.278884190769	822.294341673915	593.751383827429	1127.25978198303	1228.82036728825	792.417262196502	887.176289914995	661.336152533873	770.657795696055	905.856401946123	864.901034811209	1236.95798169678	790.050001320323	830.377997090179	774.886958259804	644.48771757614	651.748314136838	1266.60550077216	921.269913991138	820.498970659035	617.10128966414	692.632218065155	650.560308387435	829.653963039428	896.610521050699	790.108983841627	534.57219633354	712.047707981484	910.850469070345	888.206890464885	765.375657357172	929.498658288939	1102.49966582755	645.758336800145	658.618701561104	695.58800819971	724.448962025397	697.960399387608	767.518066019578	928.124561444918	793.714347127513	1087.73643284639	925.954226481105	724.709078575494	746.878358354347	729.372565113328	795.067428598756	828.631935886254	467.891878434284	954.390375524449	710.41965113516	658.805530291744	903.132810693841	1107.59607922232	835.925348832511	709.845981542803	714.799940813004	763.30730873532	842.845002343774	931.188466063947	828.187147411266	809.944660345157	1053.33832635012	857.482727511942	817.410169572981	805.068442414059	521.498749041033	883.396803185087	756.835386673303	1047.72172011554	664.452038031137	804.026488740773	763.164839218994	633.214648201868	877.274589370066	1200.00559209213	669.268334139823	838.637078220353	625.201454735312	1037.89566174329	571.758160062229	870.330234980086	959.708022357935	731.901592735411	639.610895046679	671.860128761858	1277.2575851408	938.917392177405	775.994018901746	572.109497188026	611.321840572197	966.735469533288	783.658419008751	559.330695666169	812.068236530007	754.608972435607	769.92272985246	837.906628066319	737.131160867606	967.40268083265	844.808556205775	749.019139409759	638.663924683547	589.114204506702	646.550662110132	825.871911574412	1414.35333515532	730.480299336074	919.631250096932	455.657222429918
Memory B-cells	861.560700410916	409.721319258217	299.017754483659	376.417933225645	223.712497510907	301.116985711456	319.097754127699	417.457526942725	275.226677484364	286.130070548828	334.577191551857	356.523568360869	394.045464755033	345.954313650285	291.447581943714	1356.81303917437	440.258950419868	426.053003556707	281.246418701666	638.126400690999	357.941361224313	1705.74991489297	637.781589444707	654.018979090689	615.548914467261	253.294328352759	491.284880838224	289.4118520255	919.645325962935	221.150983941027	574.791388871219	834.436028145621	208.759470351692	221.545902586841	165.065819639231	345.679681649669	227.076888616938	369.462378134239	301.107209510698	507.636860239769	236.360352053315	493.087552606024	311.067490086317	1059.82008756748	289.054335738273	414.587407272232	230.692619386839	582.50782731542	358.319498308118	255.034076120937	228.439106728941	124.017081739126	277.431405668144	252.876568582224	249.715511827718	366.35703672991	275.725230724681	210.594411698171	348.791310014669	1423.52826904669	336.366706937159	615.063064742098	293.400399706858	291.602806370099	258.402688589524	372.728569435599	343.728854350765	323.083621318688	474.083954848668	376.721750138583	543.955809645661	323.532788516025	335.762632990511	233.968212679327	220.429917011619	326.721816746645	1358.6852341633	452.866954440773	373.986521073218	526.268836876514	426.855210960988	278.489873212856	200.315216998766	272.116541419068	335.100766515892	648.237062981357	553.705195572851	238.426041334505	405.945462126866	358.523418186405	299.465271466916	304.612282265404	323.038770174179	514.014725498732	363.621551534515	1106.0893170224	308.307830591335	349.428061151109	251.471788726751	186.505892973598	291.04891683855	509.196695904069	346.604665371312	715.882060742768	305.328064693658	620.90376521052	258.171983619419	260.882902378081	269.409417635248	742.794899076072	922.343460388267	363.306728159257	259.494793149514	211.532188791617	425.080278118598	318.514727341792	517.961935089892	929.90920368147	379.912950079423	293.337381181035	477.306723281726	443.745327817089	437.480717535964	349.350578199282	361.580763102114	690.620672188929	249.032934269889	254.756203485037	324.847081389821	343.188555698001	448.46748396231	290.796960479051	630.865349071669	635.205627288047	323.97945237167	196.248177797229	167.525291660618	266.02251110135	273.482119811037	709.657496474705	269.224246219947	195.928527364914	230.830895746896	348.361710965354	395.895118203149	593.840262485381	183.706549190458	249.992805071859	378.818394317998
Mesangial cells	755.809554345739	423.088883186055	1068.88070921896	933.112934369103	1385.02771809797	864.650347434222	1057.84109449646	750.780867453093	1071.22346134162	734.514139529218	1007.76285232028	639.154128097032	622.694927627008	144.43040385525	886.661515810285	841.538570642627	830.55642133347	706.852373165001	1075.21872165902	1320.21513249563	913.546634869618	727.688954147219	959.131621444613	765.611426031177	435.794590503702	542.056555160649	859.933781254699	764.889103989614	842.196370994257	915.949249919618	911.559556667584	1206.58885090849	1132.92351303983	783.748681392397	1008.65429201084	400.515801637547	859.683870698792	929.867568962993	987.422213625736	1047.99738601328	987.986631251463	665.493150306162	798.727345356791	917.606292611424	768.777507962542	781.05451247174	918.240591792651	840.749416160651	781.422211524607	851.583808190441	657.840646290865	1040.98197557795	1063.19127210655	1055.06306078885	865.161581185388	627.027316338145	606.627650604773	754.924305472502	958.505911271212	979.862162842368	568.841033702107	753.412099800545	1062.91835453154	998.890309403703	562.115515659266	1063.91978539489	1045.59738208434	1250.18747533039	740.390474224192	1214.11236923672	1005.10832281036	1113.84616893003	1150.06188049376	661.866645158875	874.502479041211	878.744402230951	1065.02328502646	670.547056359949	948.733634621497	874.961189782916	837.462154891093	715.643154042536	842.394145071441	938.377547993801	652.9713529962	844.665899879432	1242.42888344814	1089.40321076636	667.933245828943	1013.72268470688	659.168728840523	1127.70784120374	390.63613490214	907.44319388677	634.676307631402	1128.26288987322	752.88584222325	767.907720043927	831.899940088073	992.515909779817	980.901221910697	857.13969411058	659.621630406867	1275.28355414071	436.641463635996	463.631020347736	772.571908748197	965.041920879278	852.985043039675	1065.29083802821	869.54095218252	1171.65304256817	1109.09448207394	501.602153459302	425.327093353627	335.570711786071	918.84084573524	932.693037050851	919.955616384315	463.874721990009	913.24527181177	665.298925980199	1013.51449928081	902.399877413258	581.868040894233	682.51582352091	1021.02274260266	866.049055020774	580.216059374267	406.515204291815	638.99902663358	652.493578884988	808.155048695127	899.246754751269	955.622237417207	1004.76855406663	1071.26202350837	939.010696731233	728.607814954692	831.493360595175	198.799763885161	961.669210501035	705.973847393716	747.299505163457	752.846050684989	468.146958414759	1166.21215987148	1036.20223103319	978.934476958499
Monocytes	698.417509386111	271.335653015772	662.98405794825	521.320197135421	459.757753699636	472.964132669956	596.966693445379	447.115520584161	599.508632475104	381.091253568331	580.790646893741	546.018038911304	633.344332820426	113.903970291236	639.901744590137	701.27984559706	379.446805942434	341.508817048023	470.616466026123	570.720064516879	270.930335093905	929.891013614717	562.191940149058	644.658070670014	561.912736781317	321.646704057597	576.794924745385	571.350675905216	940.063885197542	513.476909885636	923.402202930254	675.151739000186	499.177418526991	440.285878391738	478.798072229273	143.174226304471	437.128199231924	560.307217180929	911.672959626282	682.040214649252	476.417878427928	446.774680389518	329.113831482679	876.625667819228	741.700659703148	312.697190878421	434.479804881735	783.299646309227	217.649483004793	574.201393041845	298.835434578524	244.961451836494	534.814262275584	535.626473162292	475.234893378631	333.448984219692	463.579867036353	372.703010513092	650.833112122576	949.755568502669	362.94332539269	498.470978536818	800.434869854762	855.936809664434	305.162770376218	543.497097421658	750.243172401956	512.758410339896	763.050356418324	666.337049568254	856.458865430153	394.177467692912	597.643787462984	414.266749545913	588.888135219024	465.828212845865	259.837946343577	362.361004837384	577.774753431829	639.2487452538	603.560024168363	446.328534432896	726.376488751457	739.035707788097	186.319352208757	609.627037881417	956.55558354091	636.275756328083	355.533884928621	516.171517991434	317.912370213459	778.782238887257	341.587636279527	1341.14989389652	254.880315236328	818.378000870588	403.362251525481	741.551282944045	374.59627693792	383.399910195248	574.008236953542	446.99606202114	529.043285693126	809.743044135114	326.684394385047	460.682362711234	514.256962088558	513.959826306554	614.247003754402	972.952281041704	673.224695244692	804.83994652882	394.125035283156	424.890219176951	492.606156408974	329.521549293014	345.399773729701	763.354172505325	660.397519734753	387.361996888525	378.111928477252	480.854214253906	494.406580021984	337.588389827235	397.466525793709	604.79704073474	533.903562145726	475.162321209204	443.372138335554	428.749048828061	426.942430929759	249.834674272761	384.844026357435	568.268221813059	758.005626383991	238.093591601209	475.14107244051	356.649272136815	285.701765737636	956.95082004384	417.814718383875	176.586328847668	429.260217404324	430.3719230114	706.471146398673	698.930566205797	317.375203611244	476.292174106391	686.744551974573
Myocytes	560.919380168123	597.103096732776	665.672139327198	581.638321650671	380.581308507125	605.383676190574	595.773625364518	610.153335959786	673.296316076564	433.141502846947	630.810264166136	890.193423909239	320.132303415024	603.126634826206	703.975077785747	693.27168685567	495.467370858721	966.230489752339	439.882383491958	411.406107606462	494.48450352248	482.12082423413	388.394340829884	1662.0717552695	402.14271628916	650.968984384752	544.1658449294	642.022532431168	407.858184654629	672.966237220655	610.147894568114	571.010867862013	665.803146526544	1436.554735228	560.090240871629	543.845332355108	577.714849200507	799.609231543277	480.457449439444	500.08228688375	355.165510158002	599.941367559913	664.167476668581	387.336692745072	484.920062043137	486.432409994841	647.454459116492	346.435163457228	515.076808776134	502.951990088281	484.112244095158	803.985064501294	463.066406636602	369.106699121601	625.991360316153	381.633355109199	432.469718729295	488.892574349029	436.671029163765	360.885476866311	518.580408453341	1002.81039275808	313.750126184944	1105.72003482392	597.191988931568	454.020077580012	657.191193642475	746.53337240254	420.987854003132	2704.31448972452	442.348565070915	446.773169065299	527.677049596301	688.288998737675	2242.76841563565	456.409800990008	502.372245346728	634.432462306172	723.194623046107	701.196095068865	396.395931464837	593.862314084092	605.692056493706	485.421542440945	581.581060966244	648.469408012229	603.246467995574	605.197632285608	601.918048137935	666.080882652498	672.302252467466	550.275489487188	650.888587233538	500.090308784164	715.469389357884	535.953363628945	425.037159262723	1153.32716831761	489.885154050925	782.250085825536	651.586927422566	604.143637453611	445.767374913407	577.345852312458	436.572356142137	588.975194206195	714.524057048505	540.684326063828	617.530896359577	348.421275732067	508.691009069638	698.486222282703	552.240178925509	635.902149000749	547.372206941637	596.821601758297	487.042078456604	408.971571093808	438.666759573541	619.348203349551	539.757110869958	589.689621127707	677.594026437735	587.242036075113	758.341428484776	617.082224599419	673.469263268772	1131.09919605999	1569.45128589252	502.887264169345	651.121461480796	750.407190598971	1603.87752350469	498.325022483987	438.70166703782	2430.15987459498	353.656134171596	488.076643154083	622.842379784509	413.92616577418	469.778712796885	668.89745984787	595.249754915597	650.703935848016	717.04375382257	585.005392387599	705.261583761658	597.447886960725	461.357250826911
NK cells	1057.80618137351	618.391917680795	360.36074276655	537.864505438488	327.370809008603	459.34020606437	496.535567882549	669.337996435155	353.050109143491	382.430520805812	418.353329117001	580.613347801853	491.647317194465	635.928031973232	642.695505266922	705.607108218878	462.926509086021	605.417540945182	523.302029425596	561.410950905632	382.786593216542	1037.26523655862	471.910153960898	827.058836293167	1207.71307049068	437.973211035054	510.168036599383	569.891888387874	650.858612727062	600.662761621879	589.441296459795	566.750239526341	363.500904353526	492.697843224638	575.938811400047	527.552655618337	438.82643501114	594.304542144744	546.597861770165	524.610780450487	395.640611388268	598.574453010459	440.440081214542	539.172274085445	451.347357287673	512.374921529247	528.246237342519	449.470454455598	415.859135722128	415.068619443547	496.839142232744	370.787761971345	215.916563662849	440.909135025416	588.822297523305	569.268678907212	536.604901523865	664.829961904943	386.436267532735	1297.93661678234	497.474680954301	665.991134847475	399.874607298168	400.764001082931	491.79222914054	432.593076240551	359.482462100807	394.994212173503	499.602902454349	360.040295140953	320.136044273896	211.355720985888	481.388508237411	601.393476771188	445.169888911392	482.818790680244	512.109358989642	517.043048937509	656.154108490676	469.920057040335	519.260181153504	439.558961837326	555.665777836773	445.047201070263	548.85963691809	670.952652253724	318.876178902372	329.997328886976	531.278985622261	410.969661619008	377.838474036675	512.567400937117	484.36723779251	415.699842258253	464.875087966287	736.076743580957	343.566870123958	668.999860656018	367.793722145494	452.39606079823	277.581754592323	557.03344410442	289.081460662604	557.645569892993	506.421788890124	1050.20190269315	676.040421397729	338.908351445002	649.391822185516	412.339663129783	513.031420330453	414.785574472303	553.988957609742	475.468481705621	740.733685953984	480.057856785442	465.338466999225	608.544458301443	368.722642615719	573.757567945872	539.647411101463	623.864344843796	352.310788983471	344.822473447901	568.066013113831	659.924307033672	507.779298695661	362.875793747719	475.526396972508	383.873630642421	395.500412878056	587.415340125346	445.201858270029	311.295473480419	483.927408987186	298.938635018163	485.01365763666	503.104080807032	576.136026742663	783.004260920614	694.170954194056	401.015776290453	451.860279478378	536.955809078851	609.383812034882	803.130696094296	241.531508484529	690.878561294795	440.459364847532
